ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	338	-0.7829709585828548	-2.13908273965758	1.4071786838562518e-37	3.79938244641188e-35	2.78338597084294e-35	1622	tags=38%, list=7%, signal=36%	Ly96/Nod1/Mr1/Trex1/Nr1h3/Aim2/Nfe2l2/Cd160/Sigirr/Klk1b27/Cgas/Nlrc3/Ffar2/H2-Q1/Stat2/Serpinb9/Emilin1/Zc3h12a/Trim56/Txk/Cfh/H2-M2/Grn/Lag3/Foxp3/Nmi/Tyrobp/Vsig4/Plscr1/Ifit1bl1/Syk/Rigi/Havcr2/Plcg2/Raet1e/Lyn/Ifnb1/Ncf1/Mndal/Lilra6/Ifi35/Samhd1/Clec4n/Tlr4/Ikbke/Cyba/Sh2d1b2/Casp8/Erap1/Birc3/Trim5/Spi1/H2-M3/Ptpn6/Klk1/Cd226/Ly86/Tasl/Lgals9/Ptpn22/Vav1/Trim12c/Il23r/Sting1/Cd36/Il12rb1/Trim21/Fpr2/Parp9/Pycard/Dtx3l/H2-Q10/Dhx58/Irf1/Tspan32/Socs1/Casp1/Crtam/A2m/Il1b/Hck/H2-T23/H2-D1/Stat1/Serping1/Cd180/Fcgr2b/Il27/Parp14/Ddx60/Il21/Usp18/Klk1b9/Isg15/Fgl2/Cd274/Irgm2/Irgm1/Slamf6/Gbp5/Ifit1/Oas3/Oas1a/Arg1/Tlr8/Oas1g/Pirb/Fgr/Irf7/Slamf8/Scimp/Klrk1/Nlrc5/Oasl1/H2-Q7/Cd96/Pira2/H2-Eb1/Klrd1/Ifi204/Ncr1/Il12b/Zbp1/Klrc2/Ifi205/Acod1/Klrc3/Ccl5/Klrc1
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	418	-0.7506360082342434	-2.0566358098665583	3.862489431409093e-36	9.559661342737504e-34	7.003303205897013e-34	2237	tags=39%, list=10%, signal=36%	Fadd/Clnk/Adam17/Trem2/Met/Tafa3/Wnt5a/Stap1/Trim6/Hmgb2/Il17ra/Nlrc4/Cx3cr1/Ptger3/Tnfrsf11a/Ntf3/Pdgfd/Il15/Csf1/Itga2/Il1rl1/Il6ra/Tnfrsf1a/Ly96/Nod1/Csf1r/Aim2/Ripk1/Lilra5/Tgfb1/Cd160/Serpine1/Thbd/Vamp8/Tlr3/Il6/Klk1b27/Ets1/Thbs1/Il2/Lgmn/Cgas/Nupr1/Mgst2/Ffar2/H2-Q1/Emilin1/Trim56/Lta/Txk/Cntf/Lgals1/Grn/Nckap1l/Lag3/Alox5ap/Nmi/Tyrobp/Cmklr1/Mapk13/Plscr1/Syk/Osmr/Pik3cg/Serpinf2/Havcr2/Ptger4/Plcg2/Raet1e/Cxcr4/Lyn/Ifnb1/Tlr7/Aif1/Gpsm3/Mndal/Lilra6/F7/Ifi35/Clec4n/Tlr4/Ikbke/Cyba/Btk/Sh2d1b2/Ccl19/Trim5/Spi1/H2-M3/Klk1/Ccr4/Cd226/Sucnr1/Ly86/Mmp8/Tasl/Lgals9/Vav1/Trim12c/Osm/Sting1/Slamf1/Fpr2/Parp9/Pycard/H2-Q10/Dhx58/C5ar1/Nlrp1a/Tlr9/Tnfsf11/Ccl1/Casp1/Crtam/Il1b/Hck/C3ar1/H2-T23/Ctsc/Cd180/Rac2/Ccr7/Ddx60/Il21/Tlr2/Klk1b9/Cd28/Irgm2/Irgm1/Slamf6/Ccl3/Gbp5/Cxcl13/Arg1/Tlr8/Tnfsf4/Ccr1/Ccl7/Irf7/Scimp/Xcl1/Klrk1/Tnfsf14/Nlrc5/Oasl1/Ccr2/H2-Q7/Pira2/Ccl4/Klrd1/Ifi204/Cd74/Tnf/Il12b/Zbp1/Ifng/Klrc2/C3/Ifi205/Acod1/Nkg7/Klrc3/Cxcl10/Ccl5/Klrc1
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	438	-0.7431652562625192	-2.0355502660680855	8.699462675886701e-36	1.987492626721808e-33	1.4560153320694584e-33	2237	tags=43%, list=10%, signal=39%	Fadd/Clnk/Mapkapk2/Adam17/Pik3cd/Trem2/Cd14/Stat3/Wnt5a/Ifngr1/Il1rl2/Trim6/Hmgb2/Il17ra/Nlrc4/Spon2/F2r/Hgf/Ccdc88b/Il15/Nfam1/Il1rl1/Htr2b/Sphk1/Il6ra/Ly96/Nod1/Il1r1/Agpat2/Csf1r/Aim2/Ripk1/Lilra5/Tgfb1/Cd160/Serpine1/Tlr3/Il6/Ebi3/Thbs1/Cd80/Il2/Cgas/Ffar2/Lum/H2-Q1/Rab7b/Trim56/Myd88/Lacc1/Lta/Txk/Foxp3/Tyrobp/Laptm5/Mapk13/Syk/Pik3cg/Serpinf2/Rigi/Havcr2/Ptger4/Anxa1/Il7/Plcg2/Cyp1b1/Tlr7/Aif1/Clec5a/Gpsm3/Mndal/Lilra6/Fermt1/Tlr6/Orm2/Clec9a/Clec4n/Tlr4/Cyba/Il12rb2/Nlrp3/Cd84/Casp8/Ptafr/Ccl19/Gsdmd/Cd86/H2-M3/Cd226/Slc11a1/Eif2ak2/Il18r1/Mmp8/Fcer1g/Gata3/Lgals9/Ptpn22/Runx1/Tnfrsf14/Il23r/Osm/Nos2/Il27ra/Sting1/Orm1/Sash3/Cd36/Il12rb1/Slamf1/Il1a/Pycard/Irf8/Hmox1/Tlr1/H2-Q10/Dhx58/C5ar1/Nlrp1a/Tlr9/Irf4/Irf1/Cd6/Ccl1/Ifih1/Il4ra/Casp1/Crtam/Il1b/Mcoln2/Itk/Bcl3/C3ar1/H2-T23/Stat1/Tigit/Pou2af1/Tmem106a/B2m/Ccr7/Cd40/Ltb/Rsad2/Batf/Il27/Card11/Oas2/Il21/Tlr2/Ptprc/Isg15/Cd28/Cd274/Hpse/Tbx21/Slamf6/Ccl3/Gbp5/Ly9/Oas3/Oas1a/Tlr8/Spn/Oas1g/Tnfsf4/Pirb/Fgr/Cd2/Irf7/Cybb/Scimp/Xcl1/Klrk1/Ccr2/H2-Q7/Pira2/Ifi204/Clec4e/Cd244a/Cd74/Tnf/Il12b/Ifng/Il10/C3/Cd3e/Mefv/Ifi205/Cd40lg
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	423	-0.75242440586477	-2.0604314961370442	1.1003317507834568e-35	2.3342752141620475e-33	1.7100644577965452e-33	2275	tags=42%, list=10%, signal=38%	Gpr35/Cxcl2/Fadd/Adam17/Trem2/Stat3/Ifnar2/Wnt5a/Ppbp/Ifngr1/Il1rl2/Stap1/Trim6/Il31ra/Il17ra/Stat6/Cx3cr1/Ecm1/Cav1/Tnfrsf11a/Cd70/Plp2/Il15/Vrk2/Csf1/Il1rl1/Tnfaip3/Sphk1/Il3ra/Eda2r/Axl/Il6ra/Foxc1/Stat5a/Il13ra2/Tnfrsf1a/Il13ra1/Il1r1/Il9r/Agpat2/Trex1/Csf1r/Nr1h3/Il15ra/Aim2/Ripk1/Angpt1/Lilra5/Tnfrsf4/Tnfrsf13c/Clcf1/Ccl9/Sigirr/Il6/Ebi3/Ccr9/Il10rb/Fas/Card14/Ifitm2/Stat2/Trim56/Myd88/Irak4/Txk/Cntf/Dok1/Csf3r/Ccl6/Nmi/Jak3/Laptm5/Cmklr1/Ticam2/Syk/Osmr/Ccr3/Il7/Cxcr4/Il18rap/Ifnb1/Il10ra/Lilra6/Ctsg/Traf1/Samhd1/Xcr1/Tnfsf18/Tnfsf13b/Ikbke/Il12rb2/Ccrl2/Casp8/Ccr5/Ccl19/Birc3/Spi1/Ptpn6/Ccr4/Ifitm1/Ccl22/Il18r1/Fcer1g/Tnfrsf14/Il23r/Osm/Tnfrsf1b/Il27ra/Sting1/Il12rb1/Il21r/Stat4/Il1a/Parp9/Pycard/Irf1/Csf2rb2/Il7r/Cd44/Sp100/Socs1/Tnfsf11/Ccl1/Il4ra/Casp1/Ifitm3/Il1b/Hck/Naip2/Stat1/Ccr7/Il2ra/Cxcr5/Casp4/Parp14/Oas2/Ptprc/Usp18/Isg15/Irgm2/Irgm1/Ccl3/Il2rg/Cd300lf/Oas3/Oas1a/Cxcl13/Arg1/Oas1g/Ccl12/Pirb/Ccr1/Ccl7/Irf7/Lilrb4b/Xcl1/Il2rb/Nlrc5/Oasl1/Ccr2/Pira2/Ccl4/Gfi1/Cxcr6/Cd74/Tnf/Ccl2/Il1rn/Cxcr3/Il12b/Zbp1/Ifng/Ccr8/Cxcl10/Ccl5/Cxcl9
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	259	-0.8095126877831963	-2.206242623038273	8.453394990460467e-35	1.6737722081111724e-32	1.2261871891425815e-32	2025	tags=46%, list=9%, signal=43%	Stap1/Cmtm3/Sh2b2/Ighv1-63/Bmx/C5ar2/Icosl/Trbc2/Zap70/Nfam1/Rab29/Fyb2/Cd160/Tec/Elf1/Sla2/Cd300a/Lcp2/Btnl2/Cd38/Ffar2/Zc3h12a/Cd200r1/Txk/Ighg2c/Skap1/Nckap1l/Foxp3/Tyrobp/Laptm5/Cmklr1/Plscr1/Inpp5d/Syk/Cd79a/Ighm/Plcg2/Lyn/Ubash3a/Lck/Mndal/Lilra6/Clec4n/Btk/Lat2/Btla/Ms4a1/H2-M3/Ptpn6/Cd226/Fcer1g/Cd79b/Lpxn/Gata3/Cd19/Themis/Ptpn22/Vav1/Gcsam/Klhl6/Pvrig/Ighv1-82/Fpr2/Igha/H2-Q10/C5ar1/Tespa1/Kcnn4/Hck/Itk/Cd22/C3ar1/Lax1/Cd247/Fcgr1/Fcgr2b/Themis2/Myo1g/Ccr7/Cd40/Card11/Ptprc/Ighv1-78/Lgals3/Cd28/Ighv1-53/Clec4d/Ctla4/Blk/Iglc2/Gpr33/Pirb/Fgr/Lilrb4b/Klrk1/Ighg2b/Iglc3/H2-Q7/Pira2/H2-Eb1/Klrd1/Ifi204/Clec4e/Ighv1-42/Iglc1/H2-Ab1/Igkc/Ighv1-64/Fcgr4/Cd8a/Ighv1-55/Ighv14-4/Klrc2/Ighv9-3/Ighg3/Ighv1-12/Cd8b1/Ifi205/Klrc3/Klrc1
GOBP_RESPONSE_TO_VIRUS	GOBP_RESPONSE_TO_VIRUS	343	-0.7647744430865376	-2.0883129623571755	1.1202228899980059e-33	2.0794137395587985e-31	1.5233557326486043e-31	2039	tags=36%, list=9%, signal=33%	Ifngr1/Trim52/Trim6/Il17ra/Cdk6/Pmaip1/Spon2/Npc2/Il15/Pml/Batf3/Tnfaip3/Trex1/Aim2/Vamp8/Tlr3/Il6/Il10rb/Cgas/Irf9/Ifitm2/Stat2/Zc3h12a/Trim56/Myd88/Unc13d/Foxp3/Nmi/Plscr1/Trim25/Ifit1bl1/Unc93b1/Rigi/Cxcr4/Ifnb1/Tlr7/Samhd1/Ikbke/Nlrp3/Ccl19/Birc3/Trim5/Wdfy4/Ifitm1/Eif2ak2/Ripk3/Ccl22/Rnase6/Gata3/Lgals9/Zc3hav1/Ptpn22/Trim12c/Il23r/Sting1/Trim34a/Il12rb1/Trim21/Parp9/Pycard/Dtx3l/Dhx58/Nlrp1a/Apobec3/Tlr9/Ifit2/Irf1/Apob/Slfn9/Tspan32/Ifih1/Ifitm3/Il1b/Bcl3/Rtp4/Stat1/Pou2af1/Isg20/Cd40/Rsad2/Il27/Mlkl/Ddx60/Gbp7/Oas2/Il21/Bst2/Tlr2/Ptprc/Ifit3/Isg15/Fgl2/Slfn8/Irgm2/Tbx21/Irgm1/Ifit1/Oas3/Oas1a/Tlr8/Oas1g/Tnfsf4/Ifi44/Ccl12/Pirb/Fgr/Irf7/Itgax/Xcl1/Nlrc5/Oasl1/Ccl4/Gbp2/Tnf/Il12b/Zbp1/Ifng/Prf1/Ifi205/Acod1/Cxcl10/Ccl5/Cxcl9
GOBP_LEUKOCYTE_CELL_CELL_ADHESION	GOBP_LEUKOCYTE_CELL_CELL_ADHESION	347	-0.7666034926487436	-2.094141496864475	2.1794626791412813e-33	3.807649504146827e-31	2.7894423268018753e-31	2742	tags=50%, list=12%, signal=44%	Coro1a/Pecam1/Zbtb16/Loxl3/Gpam/Ada/Malt1/Igf2/Cbfb/Ripk2/Cebpb/Stk10/Bmp7/S100a9/Sdc4/S100a8/Vsir/Adam8/Casp3/Fadd/Itgb1/Pla2g2d/Hfe/Il1rl2/Selplg/Cx3cr1/Cav1/Slc39a8/Icosl/Ccdc88b/Cd70/Zap70/Olr1/Il15/H2-DMa/Madcam1/Bmp4/Spta1/Fut7/Tnfrsf13c/Igfbp2/Cd160/F11r/Il6/Ebi3/Ets1/Cd80/Itga4/Map3k8/Fut4/Il2/Selp/Cd300a/Dpp4/Hlx/Zc3h12a/Tgfbr2/Vcam1/Lgals1/Skap1/Nckap1l/Lag3/Foxp3/Dock8/Jak3/Laptm5/Vsig4/Tnfaip8l2/Syk/Havcr2/Anxa1/Gcnt1/Il7/H2-Ob/Lyn/Ifnb1/Rasal3/Aif1/Msn/Lck/Ctsg/Sele/Icam1/Fermt3/Tnfsf13b/Nlrp3/Ptafr/Ccl19/Rhoh/Cd86/Cd177/H2-M3/Ptpn6/Has2/Gata3/Lgals9/Ptpn22/Vav1/Runx1/Tnfrsf14/Il23r/Il27ra/Cd27/Sash3/Il12rb1/Slamf1/Il1a/H2-DMb1/Pycard/H2-Oa/H2-Q10/Tespa1/Irf1/Cd6/Il7r/Cd44/Socs1/Tnfsf11/Pdcd1lg2/Il4ra/Crtam/Il1b/Itgb2/H2-T23/Lax1/Tigit/Itgb7/Tarm1/B2m/Rac2/Fcgr2b/Ccr7/Il2ra/Card11/Gpnmb/Il21/Ptprc/Fgl2/Lgals3/Cd28/Sirpb1b/Cd274/Tbx21/Ctla4/Arg1/Spn/Sell/Tnfsf4/Itgal/Pirb/Runx3/Cd5/Lilrb4b/Xcl1/Klrk1/Tnfsf14/Ccr2/H2-Q7/H2-Eb1/Sirpb1a/H2-Ab1/Icos/Cd74/Tnf/Ccl2/H2-Aa/Il12b/Ifng/Il10/Cd3e/Cd40lg/Ccl5
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	406	-0.7441630854230833	-2.0401686491601683	6.828433365472323e-33	1.1266915053029333e-30	8.254018576860404e-31	2640	tags=44%, list=12%, signal=39%	Ada/Mertk/Malt1/Cracr2a/Cbfb/6030468B19Rik/Myh9/Ripk2/Cebpb/Lepr/Notch2/Eomes/Mfng/Vsir/Adam8/Relb/Atp7a/Blnk/Fadd/Adam17/Itgb1/Pik3cd/Pla2g2d/Trem2/Klf6/Stat3/Tmem176a/Tmem176b/Il1rl2/Il31ra/Cdk6/Stat6/Zfp36l2/Bak1/Gpr183/Zap70/Il15/Gata1/Tcirg1/Nfam1/Csf1/Batf3/Bmp4/Axl/Il6ra/Hhex/Mr1/Csf1r/Il15ra/Fut7/Clcf1/Il6/Ccr9/Cd80/Itga4/Il2/Mmp14/Lyl1/Mafb/Cdh17/Hlx/Zc3h12a/Tgfbr2/Vcam1/Lgals1/H2-M2/Nckap1l/Lag3/Foxp3/Jak3/Prdm1/Inpp5d/Syk/Ikzf3/Ptger4/Anxa1/Cd79a/Il7/Plcg2/Lyn/Ifnb1/Lck/Fes/Cmtm7/Tnfsf13b/Btk/Nlrp3/Ccl19/Rhoh/Cd86/Ms4a1/Spi1/H2-M3/Ptpn6/Ripk3/Il18r1/Fcer1g/Cd79b/Dock2/Gata3/Lgals9/Cd19/Themis/Ptpn22/Vav1/Runx1/Il23r/Ikzf1/Cd27/Sash3/Il12rb1/Slamf1/Il1a/Irf8/H2-Oa/H2-Q10/Tespa1/Tlr9/Irf4/Irf1/Il7r/Socs1/Il4ra/Crtam/Il1b/Itk/Bcl3/Ly6d/H2-D1/Pou2af1/B2m/Fcgr2b/Ccr7/Rsad2/Batf/Il2ra/Il27/Tnfsf8/Card11/Il21/Ptprc/Cd3d/Fgl2/Lgals3/Cd28/Tbx21/Slamf6/Clec4d/Ctla4/Ly9/Blk/Spn/Pglyrp2/Tnfsf4/Pirb/Runx3/Gpr18/Cd2/Batf2/Irf7/Slamf8/Lilrb4b/Ccr2/H2-Q7/H2-Eb1/Clec4e/Cd74/Il12b/Cd8a/Ifng/Cd3g/Il10/Cd3e/Ifi205/Cd40lg/Klrc1/Ubd
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	271	-0.7926753159542104	-2.1612050273347045	2.569538785382564e-32	4.016594838203271e-30	2.9425133902414183e-30	2640	tags=52%, list=12%, signal=47%	Ada/Malt1/Scnn1b/Cracr2a/6030468B19Rik/Ripk2/Notch2/Eomes/Mfng/Il13/Relb/Atp7a/Ptgds/Clnk/Pik3cd/Trem2/Stat3/Adgre5/Rab27a/Stat6/Cx3cr1/Sbno2/Tnfsf13/Gpr183/Gata1/Il6ra/Anxa3/Il13ra2/Trex1/Tgfb1/Clcf1/Vamp8/Il6/Cd80/Il2/Cd300a/Cdh17/H2-Q1/Hlx/Zc3h12a/Myd88/Apbb1ip/Lgals1/Unc13d/Grn/Nckap1l/Foxp3/Nmi/Jak3/Tyrobp/Itgam/Syk/Pik3cg/Ptgdr/Havcr2/Ptger4/Anxa1/Plcg2/Lyn/Ifnb1/Fes/Parp3/Lilra6/Ifi35/Icam1/Tnfsf18/Tlr4/Btk/Sh2d1b2/Nlrp3/Cd84/Lat2/Ptafr/Ccl19/Cd86/Cd177/Spi1/H2-M3/Ptpn6/Sucnr1/Slc11a1/Il18r1/Fcer1g/Dock2/Gata3/Lgals9/Cd19/Il23r/Il27ra/Il12rb1/Lat/Slamf1/H2-DMb1/Lcp1/Pycard/Irf8/Hmox1/Milr1/Irf4/Il4ra/Itgb2/Bcl3/Gapt/Pou2af1/Cd180/Rac2/Fcgr2b/Cd40/Batf/Il27/Il21/Ptprc/Fgl2/Lgals3/Cd28/Tbx21/Slamf6/Dnase1l3/Clec4d/Ccl3/Ly9/Blk/Spn/Pglyrp2/Tnfsf4/Itgal/Pirb/Fgr/Ccr2/Pira2/H2-Eb1/Clec4e/Cd244a/Cd74/Il12b/Ifng/Klrc2/Il10/Cd40lg/Nkg7/Klrc3/Klrc1
GOBP_REGULATION_OF_T_CELL_ACTIVATION	GOBP_REGULATION_OF_T_CELL_ACTIVATION	317	-0.7724377195123197	-2.1100782245092633	2.766732598875783e-32	4.1085979093305374e-30	3.009913832566444e-30	1849	tags=42%, list=8%, signal=39%	Cav1/Icosl/Ccdc88b/Cd70/Zap70/Il15/H2-DMa/Bmp4/Spta1/Trex1/Tnfrsf13c/Igfbp2/Cd160/Il6/Ebi3/Cd80/Map3k8/Il2/Cgas/Cd300a/Dpp4/Hlx/Zc3h12a/Tgfbr2/Vcam1/Lgals1/Nckap1l/Lag3/Foxp3/Dock8/Jak3/Laptm5/Vsig4/Prdm1/Tnfaip8l2/Syk/Havcr2/Anxa1/Il7/H2-Ob/Lyn/Ifnb1/Rasal3/Aif1/Lck/Ctsg/Tnfsf18/Tnfsf13b/Nlrp3/Ccl19/Rhoh/Cd86/H2-M3/Ptpn6/Ripk3/Gata3/Lgals9/Ptpn22/Vav1/Runx1/Tnfrsf14/Il23r/Tnfrsf1b/Il27ra/Cd27/Sash3/Il12rb1/Lat/Slamf1/Il1a/H2-DMb1/Pycard/H2-Oa/H2-Q10/Tespa1/Irf4/Irf1/Cd6/Il7r/Socs1/Tnfsf11/Pdcd1lg2/Il4ra/Crtam/Il1b/H2-T23/Lax1/Tigit/Tarm1/B2m/Rac2/Fcgr2b/Ccr7/Il2ra/Il27/Tnfsf8/Card11/Gpnmb/Il21/Ptprc/Fgl2/Lgals3/Cd28/Sit1/Sirpb1b/Cd274/Tbx21/Ctla4/Arg1/Spn/Tnfsf4/Pirb/Runx3/Cd2/Cd5/Lilrb4b/Xcl1/Klrk1/Tnfsf14/Ccr2/H2-Q7/H2-Eb1/Sirpb1a/H2-Ab1/Icos/Cd74/Ccl2/H2-Aa/Il12b/Ifng/Il10/Cd3e/Cd40lg/Ccl5
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	396	-0.7426536520847105	-2.0323037076753963	6.668897490377566e-32	9.431726450676843e-30	6.909579505067884e-30	2740	tags=45%, list=12%, signal=41%	Apod/Fbn1/Loxl3/Gpam/Ada/Mertk/Mmp12/Mill2/Sh2d1a/Cbfb/Fcrlb/Cebpb/Zpbp2/Sdc4/Vsir/Casp3/Fadd/Clnk/Pla2g2d/Trem2/Tmem176a/Tafa3/Hfe/Tmem176b/Stap1/Il31ra/Cdk6/Stat6/Cx3cr1/C5ar2/Il1rl1/Tnfaip3/Bmp4/Axl/Il13ra2/Trex1/Nr1h3/Angpt1/Cd68/Tgfb1/Cd160/Tlr3/Elf1/Sla2/Thbs1/Cd80/Il2/Cd300a/Nlrc3/Mafb/H2-Q1/Stat2/Rin3/Dpp4/Lst1/Serpinb9/Emilin1/Hlx/Zc3h12a/Cd200r1/Lrrc17/H2-M2/Grn/Nckap1l/Lag3/Foxp3/Nmi/Jak3/Tyrobp/Bmp5/Tapbpl/Tnfrsf13b/Laptm5/Samsn1/Vsig4/Tnfaip8l2/Tbc1d10c/Inpp5d/Syk/Havcr2/Ptger4/Anxa1/C1qc/H2-Ob/Lyn/Ifnb1/Ubash3a/Rhbdf2/Parp3/Mndal/Ctsg/Samhd1/Tlr4/Btk/Cd84/Col3a1/Cd86/Spi1/H2-M3/Ptpn6/Lpxn/Cnr2/Lgals9/Ptpn22/Runx1/Tnfrsf14/Gcsam/Il27ra/Slamf1/Trim21/Pvrig/Hmox1/H2-Oa/H2-Q10/Dhx58/Milr1/Irf1/Il7r/Tspan32/Socs1/Pdcd1lg2/Il4ra/Crtam/A2m/Hck/Cd22/H2-T23/Lax1/H2-D1/Tigit/Serping1/Tarm1/Fcgr2b/Il2ra/Gpnmb/Parp14/Bst2/Ptprc/Usp18/Isg15/Fgl2/Lgals3/Cd274/Tbx21/Ctla4/Ccl3/Cd300lf/Oas3/Blk/Oas1a/Arg1/Spn/Pglyrp2/Oas1g/Tnfsf4/Pirb/Fgr/Runx3/Gpr18/Slamf8/Lilrb4b/Xcl1/Klrk1/Nlrc5/Ccr2/H2-Q7/Cd96/H2-Eb1/Klrd1/Ifi204/Pdcd1/Cd74/Tnf/Ccl2/Il12b/Cst7/Il10/Ifi205/Acod1/Klrc1
GOBP_IMMUNOGLOBULIN_PRODUCTION	GOBP_IMMUNOGLOBULIN_PRODUCTION	156	-0.8571699758114041	-2.2932575151668733	1.2121123217692668e-31	1.6363516343885102e-29	1.198773286649318e-29	1647	tags=49%, list=7%, signal=46%	Trdv2-2/Il13ra2/Trex1/Tnfrsf4/Tgfb1/Clcf1/Il6/Il2/Cgas/Trdv5/Foxp3/H2-Ob/Mzb1/Parp3/Samhd1/Igkv8-21/Btk/Cd86/Trav12-1/Igkv12-44/Il27ra/Sash3/H2-DMb1/H2-Oa/Tlr9/Igkv12-41/Igkv8-27/Il4ra/Igkv9-120/Igkv10-94/Cd22/Igkv5-48/Trav12d-2/Gapt/H2-T23/B2m/Igkv13-84/Fcgr2b/Cd40/Batf/Il21/Ptprc/Igkv9-129/Cd28/Igkv17-127/Trav16d-dv11/Iglv3/Tbx21/Igkv1-110/Igkv5-43/Tnfsf4/Igkv10-96/Igkv5-39/Xcl1/Igkv14-111/Trav12n-3/Igkv17-121/Igkv8-30/H2-Eb1/Igkv1-117/Trav6n-6/H2-Ab1/Igkv11-125/Tnf/H2-Aa/Igkc/Igkv2-109/Trav6-1/Trav12-3/Trav16/Igkv1-135/Igkv16-104/Il10/Trav6d-6/Cd40lg/Trav16n/Igkv13-85
GOBP_LEUKOCYTE_PROLIFERATION	GOBP_LEUKOCYTE_PROLIFERATION	298	-0.7708263681699178	-2.1003449296057863	1.3247000877902617e-30	1.7105909829291639e-28	1.253160220348957e-28	1849	tags=43%, list=8%, signal=40%	Icosl/Ccdc88b/Cd70/Gpr183/Zap70/Il15/Tcirg1/Csf1/Tnfaip3/Bmp4/Psmb10/Spta1/Hhex/Csf1r/Tnfrsf4/Tnfrsf13c/Igfbp2/Clcf1/Il6/Ebi3/Cd80/Il2/Cd300a/Cd38/Lst1/Tgfbr2/Myd88/Vcam1/Nckap1l/Foxp3/Dock8/Jak3/Tyrobp/Tnfrsf13b/Vsig4/Inpp5d/Syk/Pik3cg/Ikzf3/Havcr2/Anxa1/Cd79a/Il7/Lyn/Ifnb1/Mzb1/Rasal3/Aif1/Msn/Mndal/Tnfsf18/Tnfsf13b/Tlr4/Btk/Ccl19/Cd86/Ms4a1/H2-M3/Ptpn6/Slc11a1/Ripk3/Dock2/Lgals9/Cd19/Ptpn22/Tnfrsf14/Il23r/Tnfrsf1b/Il27ra/Sash3/Il12rb1/Slamf1/Il1a/H2-DMb1/Pycard/H2-Q10/Tlr9/Irf1/Csf2rb2/Cd6/Il7r/Tnfsf11/Pdcd1lg2/Elf4/Crtam/Il1b/Cd22/Gapt/H2-T23/Bst1/Cd180/Rac2/Fcgr2b/Cd40/Il2ra/Il27/Tnfsf8/Card11/Gpnmb/Il21/Bst2/Ptprc/Lgals3/Cd28/Cd274/Ctla4/Blk/Arg1/Spn/Tnfsf4/Ccl12/Pirb/Lilrb4b/Xcl1/Tnfsf14/Ccr2/H2-Q7/H2-Eb1/Ifi204/Cd74/Il12b/Fcgr4/Il10/Cd3e/Ifi205/Cd40lg/Ccl5
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	238	-0.7966668152967723	-2.166797392165627	3.474278770243392e-29	4.2994199781761975e-27	3.1497079903917067e-27	2237	tags=48%, list=10%, signal=44%	Fadd/Clnk/Trem2/Wnt5a/Adgre5/Stap1/Trim6/Stat6/Spon2/Tnfsf13/Gata1/Il13ra2/Il1r1/Mr1/Tnfrsf4/Tgfb1/Cd160/Clcf1/Vamp8/Il6/Klk1b27/Cd80/Il2/Cd300a/Ffar2/H2-Q1/Hlx/Lacc1/Lta/H2-M2/Unc13d/Lag3/Foxp3/Tyrobp/Laptm5/Itgam/Syk/Rigi/Anxa1/Plcg2/Raet1e/Lyn/Mzb1/Fes/Tlr4/Btk/Sh2d1b2/Nlrp3/Cd84/Ptafr/Ccl19/Cd86/Cd177/Spi1/H2-M3/Ptpn6/Klk1/Cd226/Il18r1/Gata3/Lgals9/Ptpn22/Vav1/Tnfrsf14/Il23r/Nos2/Sash3/Cd36/Il12rb1/Slamf1/H2-DMb1/Hmox1/H2-Q10/Dhx58/Tlr9/Il4ra/Crtam/Il1b/Itgb2/H2-T23/H2-D1/B2m/Rac2/Cd40/Rsad2/Ddx60/Il21/Ptprc/Klk1b9/Cd28/Tbx21/Slamf6/Blk/Arg1/Tnfsf4/Pirb/Fgr/Scimp/Xcl1/Klrk1/Ccr2/H2-Q7/H2-Eb1/Klrd1/Cd244a/Cd74/Tnf/Il12b/Ifng/Klrc2/Il10/C3/Klrc3/Klrc1
