GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0046716	muscle cell cellular homeostasis	27	14	13.15	0.44631
GO:0050926	regulation of positive chemotaxis	27	14	13.15	0.44631
GO:0060065	uterus development	27	14	13.15	0.44631
GO:0090335	regulation of brown fat cell differentia...	27	14	13.15	0.44631
GO:0097107	postsynaptic density assembly	27	14	13.15	0.44631
GO:1901071	glucosamine-containing compound metaboli...	27	14	13.15	0.44631
GO:1904357	negative regulation of telomere maintena...	27	14	13.15	0.44631
GO:0010165	response to X-ray	25	13	12.18	0.44829
GO:0018022	peptidyl-lysine methylation	25	13	12.18	0.44829
GO:0031571	mitotic G1 DNA damage checkpoint signali...	25	13	12.18	0.44829
GO:0034453	microtubule anchoring	25	13	12.18	0.44829
GO:0034643	establishment of mitochondrion localizat...	25	13	12.18	0.44829
GO:0036315	cellular response to sterol	25	13	12.18	0.44829
GO:0042219	cellular modified amino acid catabolic p...	25	13	12.18	0.44829
GO:0042438	melanin biosynthetic process	25	13	12.18	0.44829
GO:0046386	deoxyribose phosphate catabolic process	25	13	12.18	0.44829
GO:0047497	mitochondrion transport along microtubul...	25	13	12.18	0.44829
GO:0048857	neural nucleus development	25	13	12.18	0.44829
GO:0042178	xenobiotic catabolic process	23	12	11.2	0.45035
GO:0044070	regulation of monoatomic anion transport	23	12	11.2	0.45035
GO:0045056	transcytosis	23	12	11.2	0.45035
GO:0046037	GMP metabolic process	23	12	11.2	0.45035
GO:0046040	IMP metabolic process	23	12	11.2	0.45035
GO:0072525	pyridine-containing compound biosyntheti...	23	12	11.2	0.45035
GO:1990403	embryonic brain development	23	12	11.2	0.45035
GO:2000311	regulation of AMPA receptor activity	23	12	11.2	0.45035
GO:0098661	inorganic anion transmembrane transport	82	41	39.95	0.45084
GO:0002407	dendritic cell chemotaxis	21	11	10.23	0.45250
GO:0006144	purine nucleobase metabolic process	21	11	10.23	0.45250
GO:0006684	sphingomyelin metabolic process	21	11	10.23	0.45250
GO:0008356	asymmetric cell division	21	11	10.23	0.45250
GO:0009067	aspartate family amino acid biosynthetic...	21	11	10.23	0.45250
GO:0009147	pyrimidine nucleoside triphosphate metab...	21	11	10.23	0.45250
GO:0009158	ribonucleoside monophosphate catabolic p...	21	11	10.23	0.45250
GO:0009164	nucleoside catabolic process	21	11	10.23	0.45250
GO:0009219	pyrimidine deoxyribonucleotide metabolic...	21	11	10.23	0.45250
GO:0035313	wound healing, spreading of epidermal ce...	21	11	10.23	0.45250
GO:0042953	lipoprotein transport	21	11	10.23	0.45250
GO:0045606	positive regulation of epidermal cell di...	21	11	10.23	0.45250
GO:0048268	clathrin coat assembly	21	11	10.23	0.45250
GO:0051875	pigment granule localization	21	11	10.23	0.45250
GO:0060416	response to growth hormone	21	11	10.23	0.45250
GO:0072520	seminiferous tubule development	21	11	10.23	0.45250
GO:0090205	positive regulation of cholesterol metab...	21	11	10.23	0.45250
GO:0150104	transport across blood-brain barrier	21	11	10.23	0.45250
GO:1903214	regulation of protein targeting to mitoc...	21	11	10.23	0.45250
GO:0033143	regulation of intracellular steroid horm...	80	40	38.97	0.45252
GO:1901379	regulation of potassium ion transmembran...	80	40	38.97	0.45252
GO:1902017	regulation of cilium assembly	78	39	38	0.45423
GO:0001991	regulation of systemic arterial blood pr...	19	10	9.26	0.45476
GO:0006071	glycerol metabolic process	19	10	9.26	0.45476
GO:0007379	segment specification	19	10	9.26	0.45476
GO:0007614	short-term memory	19	10	9.26	0.45476
GO:0034727	piecemeal microautophagy of the nucleus	19	10	9.26	0.45476
GO:0044804	nucleophagy	19	10	9.26	0.45476
GO:0046348	amino sugar catabolic process	19	10	9.26	0.45476
GO:0050665	hydrogen peroxide biosynthetic process	19	10	9.26	0.45476
GO:0070166	enamel mineralization	19	10	9.26	0.45476
GO:0070200	establishment of protein localization to...	19	10	9.26	0.45476
GO:0070875	positive regulation of glycogen metaboli...	19	10	9.26	0.45476
GO:0072376	protein activation cascade	19	10	9.26	0.45476
GO:0080009	mRNA methylation	19	10	9.26	0.45476
GO:0090660	cerebrospinal fluid circulation	19	10	9.26	0.45476
GO:0106070	regulation of adenylate cyclase-activati...	19	10	9.26	0.45476
GO:1905874	regulation of postsynaptic density organ...	19	10	9.26	0.45476
GO:2000725	regulation of cardiac muscle cell differ...	19	10	9.26	0.45476
GO:0007269	neurotransmitter secretion	174	86	84.76	0.45506
GO:0099643	signal release from synapse	174	86	84.76	0.45506
GO:0000712	resolution of meiotic recombination inte...	17	9	8.28	0.45713
GO:0001574	ganglioside biosynthetic process	17	9	8.28	0.45713
GO:0002689	negative regulation of leukocyte chemota...	17	9	8.28	0.45713
GO:0003128	heart field specification	17	9	8.28	0.45713
GO:0006704	glucocorticoid biosynthetic process	17	9	8.28	0.45713
GO:0006735	NADH regeneration	17	9	8.28	0.45713
GO:0007000	nucleolus organization	17	9	8.28	0.45713
GO:0007028	cytoplasm organization	17	9	8.28	0.45713
GO:0031958	corticosteroid receptor signaling pathwa...	17	9	8.28	0.45713
GO:0032401	establishment of melanosome localization	17	9	8.28	0.45713
GO:0032510	endosome to lysosome transport via multi...	17	9	8.28	0.45713
GO:0033605	positive regulation of catecholamine sec...	17	9	8.28	0.45713
GO:0034392	negative regulation of smooth muscle cel...	17	9	8.28	0.45713
GO:0036159	inner dynein arm assembly	17	9	8.28	0.45713
GO:0042074	cell migration involved in gastrulation	17	9	8.28	0.45713
GO:0045737	positive regulation of cyclin-dependent ...	17	9	8.28	0.45713
GO:0046500	S-adenosylmethionine metabolic process	17	9	8.28	0.45713
GO:0051386	regulation of neurotrophin TRK receptor ...	17	9	8.28	0.45713
GO:0051904	pigment granule transport	17	9	8.28	0.45713
GO:0061621	canonical glycolysis	17	9	8.28	0.45713
GO:0061718	glucose catabolic process to pyruvate	17	9	8.28	0.45713
GO:0071371	cellular response to gonadotropin stimul...	17	9	8.28	0.45713
GO:0086012	membrane depolarization during cardiac m...	17	9	8.28	0.45713
GO:0090336	positive regulation of brown fat cell di...	17	9	8.28	0.45713
GO:0097531	mast cell migration	17	9	8.28	0.45713
GO:1902855	regulation of non-motile cilium assembly	17	9	8.28	0.45713
GO:0034243	regulation of transcription elongation b...	74	37	36.05	0.45776
GO:0007586	digestion	123	61	59.92	0.45782
GO:0035107	appendage morphogenesis	168	83	81.84	0.45901
GO:0035108	limb morphogenesis	168	83	81.84	0.45901
GO:0032008	positive regulation of TOR signaling	72	36	35.07	0.45959
GO:0086003	cardiac muscle cell contraction	72	36	35.07	0.45959
GO:1904036	negative regulation of epithelial cell a...	72	36	35.07	0.45959
GO:0003413	chondrocyte differentiation involved in ...	15	8	7.31	0.45965
GO:0006167	AMP biosynthetic process	15	8	7.31	0.45965
GO:0006188	IMP biosynthetic process	15	8	7.31	0.45965
GO:0006555	methionine metabolic process	15	8	7.31	0.45965
GO:0010889	regulation of sequestering of triglyceri...	15	8	7.31	0.45965
GO:0030007	intracellular potassium ion homeostasis	15	8	7.31	0.45965
GO:0030497	fatty acid elongation	15	8	7.31	0.45965
GO:0031115	negative regulation of microtubule polym...	15	8	7.31	0.45965
GO:0032372	negative regulation of sterol transport	15	8	7.31	0.45965
GO:0032375	negative regulation of cholesterol trans...	15	8	7.31	0.45965
GO:0032926	negative regulation of activin receptor ...	15	8	7.31	0.45965
GO:0033690	positive regulation of osteoblast prolif...	15	8	7.31	0.45965
GO:0034350	regulation of glial cell apoptotic proce...	15	8	7.31	0.45965
GO:0035729	cellular response to hepatocyte growth f...	15	8	7.31	0.45965
GO:0035970	peptidyl-threonine dephosphorylation	15	8	7.31	0.45965
GO:0036257	multivesicular body organization	15	8	7.31	0.45965
GO:0036376	sodium ion export across plasma membrane	15	8	7.31	0.45965
GO:0036498	IRE1-mediated unfolded protein response	15	8	7.31	0.45965
GO:0042454	ribonucleoside catabolic process	15	8	7.31	0.45965
GO:0042748	circadian sleep/wake cycle, non-REM slee...	15	8	7.31	0.45965
GO:0043518	negative regulation of DNA damage respon...	15	8	7.31	0.45965
GO:0046058	cAMP metabolic process	15	8	7.31	0.45965
GO:0046462	monoacylglycerol metabolic process	15	8	7.31	0.45965
GO:0048308	organelle inheritance	15	8	7.31	0.45965
GO:0048313	Golgi inheritance	15	8	7.31	0.45965
GO:0048505	regulation of timing of cell differentia...	15	8	7.31	0.45965
GO:0051290	protein heterotetramerization	15	8	7.31	0.45965
GO:0099151	regulation of postsynaptic density assem...	15	8	7.31	0.45965
GO:0099550	trans-synaptic signaling, modulating syn...	15	8	7.31	0.45965
GO:1902259	regulation of delayed rectifier potassiu...	15	8	7.31	0.45965
GO:1902950	regulation of dendritic spine maintenanc...	15	8	7.31	0.45965
GO:1903019	negative regulation of glycoprotein meta...	15	8	7.31	0.45965
GO:1905666	regulation of protein localization to en...	15	8	7.31	0.45965
GO:2000811	negative regulation of anoikis	15	8	7.31	0.45965
GO:2001053	regulation of mesenchymal cell apoptotic...	15	8	7.31	0.45965
GO:0006354	DNA-templated transcription elongation	119	59	57.97	0.46088
GO:0042440	pigment metabolic process	70	35	34.1	0.46147
GO:0051932	synaptic transmission, GABAergic	70	35	34.1	0.46147
GO:0001547	antral ovarian follicle growth	13	7	6.33	0.46233
GO:0001865	NK T cell differentiation	13	7	6.33	0.46233
GO:0002087	regulation of respiratory gaseous exchan...	13	7	6.33	0.46233
GO:0006213	pyrimidine nucleoside metabolic process	13	7	6.33	0.46233
GO:0007343	egg activation	13	7	6.33	0.46233
GO:0009120	deoxyribonucleoside metabolic process	13	7	6.33	0.46233
GO:0010642	negative regulation of platelet-derived ...	13	7	6.33	0.46233
GO:0014010	Schwann cell proliferation	13	7	6.33	0.46233
GO:0016553	base conversion or substitution editing	13	7	6.33	0.46233
GO:0021860	pyramidal neuron development	13	7	6.33	0.46233
GO:0031453	positive regulation of heterochromatin f...	13	7	6.33	0.46233
GO:0032536	regulation of cell projection size	13	7	6.33	0.46233
GO:0034088	maintenance of mitotic sister chromatid ...	13	7	6.33	0.46233
GO:0035331	negative regulation of hippo signaling	13	7	6.33	0.46233
GO:0035973	aggrephagy	13	7	6.33	0.46233
GO:0035999	tetrahydrofolate interconversion	13	7	6.33	0.46233
GO:0038133	ERBB2-ERBB3 signaling pathway	13	7	6.33	0.46233
GO:0043922	negative regulation by host of viral tra...	13	7	6.33	0.46233
GO:0045141	meiotic telomere clustering	13	7	6.33	0.46233
GO:0046618	xenobiotic export from cell	13	7	6.33	0.46233
GO:0048102	autophagic cell death	13	7	6.33	0.46233
GO:0048312	intracellular distribution of mitochondr...	13	7	6.33	0.46233
GO:0048570	notochord morphogenesis	13	7	6.33	0.46233
GO:0051967	negative regulation of synaptic transmis...	13	7	6.33	0.46233
GO:0060192	negative regulation of lipase activity	13	7	6.33	0.46233
GO:0070365	hepatocyte differentiation	13	7	6.33	0.46233
GO:0070444	oligodendrocyte progenitor proliferation	13	7	6.33	0.46233
GO:0071380	cellular response to prostaglandin E sti...	13	7	6.33	0.46233
GO:0072710	response to hydroxyurea	13	7	6.33	0.46233
GO:0086013	membrane repolarization during cardiac m...	13	7	6.33	0.46233
GO:0090220	chromosome localization to nuclear envel...	13	7	6.33	0.46233
GO:0097048	dendritic cell apoptotic process	13	7	6.33	0.46233
GO:0097421	liver regeneration	13	7	6.33	0.46233
GO:0120263	positive regulation of heterochromatin o...	13	7	6.33	0.46233
GO:1901526	positive regulation of mitophagy	13	7	6.33	0.46233
GO:1901535	regulation of DNA demethylation	13	7	6.33	0.46233
GO:1902170	cellular response to reactive nitrogen s...	13	7	6.33	0.46233
GO:1902510	regulation of apoptotic DNA fragmentatio...	13	7	6.33	0.46233
GO:1902857	positive regulation of non-motile cilium...	13	7	6.33	0.46233
GO:1903826	L-arginine transmembrane transport	13	7	6.33	0.46233
GO:2000668	regulation of dendritic cell apoptotic p...	13	7	6.33	0.46233
GO:0000003	reproduction	1496	731	728.76	0.46276
GO:1901605	alpha-amino acid metabolic process	207	102	100.84	0.46294
GO:1901019	regulation of calcium ion transmembrane ...	68	34	33.13	0.46339
GO:0000101	sulfur amino acid transport	11	6	5.36	0.46522
GO:0000394	RNA splicing, via endonucleolytic cleava...	11	6	5.36	0.46522
GO:0006054	N-acetylneuraminate metabolic process	11	6	5.36	0.46522
GO:0006171	cAMP biosynthetic process	11	6	5.36	0.46522
GO:0007270	neuron-neuron synaptic transmission	11	6	5.36	0.46522
GO:0007501	mesodermal cell fate specification	11	6	5.36	0.46522
GO:0008611	ether lipid biosynthetic process	11	6	5.36	0.46522
GO:0010807	regulation of synaptic vesicle priming	11	6	5.36	0.46522
GO:0010826	negative regulation of centrosome duplic...	11	6	5.36	0.46522
GO:0015803	branched-chain amino acid transport	11	6	5.36	0.46522
GO:0017062	respiratory chain complex III assembly	11	6	5.36	0.46522
GO:0018216	peptidyl-arginine methylation	11	6	5.36	0.46522
GO:0018401	peptidyl-proline hydroxylation to 4-hydr...	11	6	5.36	0.46522
GO:0031440	regulation of mRNA 3'-end processing	11	6	5.36	0.46522
GO:0031953	negative regulation of protein autophosp...	11	6	5.36	0.46522
GO:0032225	regulation of synaptic transmission, dop...	11	6	5.36	0.46522
GO:0032342	aldosterone biosynthetic process	11	6	5.36	0.46522
GO:0033314	mitotic DNA replication checkpoint signa...	11	6	5.36	0.46522
GO:0034115	negative regulation of heterotypic cell-...	11	6	5.36	0.46522
GO:0034551	mitochondrial respiratory chain complex ...	11	6	5.36	0.46522
GO:0035672	oligopeptide transmembrane transport	11	6	5.36	0.46522
GO:0044857	plasma membrane raft organization	11	6	5.36	0.46522
GO:0046504	glycerol ether biosynthetic process	11	6	5.36	0.46522
GO:0046606	negative regulation of centrosome cycle	11	6	5.36	0.46522
GO:0046834	lipid phosphorylation	11	6	5.36	0.46522
GO:0048170	positive regulation of long-term neurona...	11	6	5.36	0.46522
GO:0048251	elastic fiber assembly	11	6	5.36	0.46522
GO:0051121	hepoxilin metabolic process	11	6	5.36	0.46522
GO:0051122	hepoxilin biosynthetic process	11	6	5.36	0.46522
GO:0051124	synaptic assembly at neuromuscular junct...	11	6	5.36	0.46522
GO:0051458	corticotropin secretion	11	6	5.36	0.46522
GO:0051561	positive regulation of mitochondrial cal...	11	6	5.36	0.46522
GO:0051643	endoplasmic reticulum localization	11	6	5.36	0.46522
GO:0060272	embryonic skeletal joint morphogenesis	11	6	5.36	0.46522
GO:0060287	epithelial cilium movement involved in d...	11	6	5.36	0.46522
GO:0060405	regulation of penile erection	11	6	5.36	0.46522
GO:0060768	regulation of epithelial cell proliferat...	11	6	5.36	0.46522
GO:0061043	regulation of vascular wound healing	11	6	5.36	0.46522
GO:0061684	chaperone-mediated autophagy	11	6	5.36	0.46522
GO:0070170	regulation of tooth mineralization	11	6	5.36	0.46522
GO:0070203	regulation of establishment of protein l...	11	6	5.36	0.46522
GO:0070424	regulation of nucleotide-binding domain,...	11	6	5.36	0.46522
GO:0070587	regulation of cell-cell adhesion involve...	11	6	5.36	0.46522
GO:0071578	zinc ion import across plasma membrane	11	6	5.36	0.46522
GO:0071609	chemokine (C-C motif) ligand 5 productio...	11	6	5.36	0.46522
GO:0071732	cellular response to nitric oxide	11	6	5.36	0.46522
GO:0071888	macrophage apoptotic process	11	6	5.36	0.46522
GO:0072102	glomerulus morphogenesis	11	6	5.36	0.46522
GO:0075522	IRES-dependent viral translational initi...	11	6	5.36	0.46522
GO:0090085	regulation of protein deubiquitination	11	6	5.36	0.46522
GO:0090331	negative regulation of platelet aggregat...	11	6	5.36	0.46522
GO:0106014	regulation of inflammatory response to w...	11	6	5.36	0.46522
GO:1901993	regulation of meiotic cell cycle phase t...	11	6	5.36	0.46522
GO:1903010	regulation of bone development	11	6	5.36	0.46522
GO:1903242	regulation of cardiac muscle hypertrophy...	11	6	5.36	0.46522
GO:2000171	negative regulation of dendrite developm...	11	6	5.36	0.46522
GO:0000375	RNA splicing, via transesterification re...	287	141	139.81	0.46710
GO:0000377	RNA splicing, via transesterification re...	287	141	139.81	0.46710
GO:0000398	mRNA splicing, via spliceosome	287	141	139.81	0.46710
GO:0045666	positive regulation of neuron differenti...	111	55	54.07	0.46728
GO:0019364	pyridine nucleotide catabolic process	109	54	53.1	0.46895
GO:0043502	regulation of muscle adaptation	107	53	52.12	0.47065
GO:0007131	reciprocal meiotic recombination	56	28	27.28	0.47609
GO:0030838	positive regulation of actin filament po...	56	28	27.28	0.47609
GO:0045777	positive regulation of blood pressure	56	28	27.28	0.47609
GO:0140527	reciprocal homologous recombination	56	28	27.28	0.47609
GO:0042254	ribosome biogenesis	312	153	151.99	0.47653
GO:0006693	prostaglandin metabolic process	54	27	26.31	0.47844
GO:0048066	developmental pigmentation	54	27	26.31	0.47844
GO:0021675	nerve development	97	48	47.25	0.47960
GO:0055092	sterol homeostasis	97	48	47.25	0.47960
GO:0048009	insulin-like growth factor receptor sign...	52	26	25.33	0.48087
GO:0050974	detection of mechanical stimulus involve...	52	26	25.33	0.48087
GO:0007589	body fluid secretion	95	47	46.28	0.48149
GO:0006367	transcription initiation at RNA polymera...	136	67	66.25	0.48265
GO:0009311	oligosaccharide metabolic process	50	25	24.36	0.48340
GO:0061157	mRNA destabilization	93	46	45.3	0.48342
GO:0061053	somite development	91	45	44.33	0.48539
GO:0002686	negative regulation of leukocyte migrati...	48	24	23.38	0.48601
GO:0060043	regulation of cardiac muscle cell prolif...	48	24	23.38	0.48601
GO:0072599	establishment of protein localization to...	48	24	23.38	0.48601
GO:0030195	negative regulation of blood coagulation	46	23	22.41	0.48874
GO:0042789	mRNA transcription by RNA polymerase II	46	23	22.41	0.48874
GO:0048741	skeletal muscle fiber development	46	23	22.41	0.48874
GO:1990089	response to nerve growth factor	46	23	22.41	0.48874
GO:1990090	cellular response to nerve growth factor...	46	23	22.41	0.48874
GO:2001259	positive regulation of cation channel ac...	46	23	22.41	0.48874
GO:0022412	cellular process involved in reproductio...	528	258	257.21	0.48968
GO:0034728	nucleosome organization	85	42	41.41	0.49157
GO:0003009	skeletal muscle contraction	44	22	21.43	0.49158
GO:0010559	regulation of glycoprotein biosynthetic ...	44	22	21.43	0.49158
GO:0043039	tRNA aminoacylation	44	22	21.43	0.49158
GO:0045880	positive regulation of smoothened signal...	44	22	21.43	0.49158
GO:0048536	spleen development	44	22	21.43	0.49158
GO:0071825	protein-lipid complex organization	44	22	21.43	0.49158
GO:0008033	tRNA processing	124	61	60.41	0.49291
GO:0032784	regulation of DNA-templated transcriptio...	83	41	40.43	0.49373
GO:0006220	pyrimidine nucleotide metabolic process	42	21	20.46	0.49454
GO:0010661	positive regulation of muscle cell apopt...	42	21	20.46	0.49454
GO:1901880	negative regulation of protein depolymer...	81	40	39.46	0.49593
GO:0042745	circadian sleep/wake cycle	40	20	19.49	0.49765
GO:0046365	monosaccharide catabolic process	40	20	19.49	0.49765
GO:0048753	pigment granule organization	40	20	19.49	0.49765
GO:0071827	plasma lipoprotein particle organization	40	20	19.49	0.49765
GO:1901264	carbohydrate derivative transport	79	39	38.48	0.49819
GO:0006289	nucleotide-excision repair	77	38	37.51	0.50051
GO:0006900	vesicle budding from membrane	77	38	37.51	0.50051
GO:0021536	diencephalon development	77	38	37.51	0.50051
GO:0017004	cytochrome complex assembly	38	19	18.51	0.50091
GO:0019320	hexose catabolic process	38	19	18.51	0.50091
GO:0043243	positive regulation of protein-containin...	38	19	18.51	0.50091
GO:0045940	positive regulation of steroid metabolic...	38	19	18.51	0.50091
GO:0098698	postsynaptic specialization assembly	38	19	18.51	0.50091
GO:0120178	steroid hormone biosynthetic process	38	19	18.51	0.50091
GO:1904358	positive regulation of telomere maintena...	38	19	18.51	0.50091
GO:0035051	cardiocyte differentiation	192	94	93.53	0.50156
GO:0032104	regulation of response to extracellular ...	36	18	17.54	0.50435
GO:0032107	regulation of response to nutrient level...	36	18	17.54	0.50435
GO:0048679	regulation of axon regeneration	36	18	17.54	0.50435
GO:0090504	epiboly	36	18	17.54	0.50435
GO:0032436	positive regulation of proteasomal ubiqu...	73	36	35.56	0.50533
GO:0022414	reproductive process	1488	725	724.87	0.50781
GO:0032212	positive regulation of telomere maintena...	34	17	16.56	0.50799
GO:0090263	positive regulation of canonical Wnt sig...	108	53	52.61	0.50824
GO:0001738	morphogenesis of a polarized epithelium	69	34	33.61	0.51043
GO:0000096	sulfur amino acid metabolic process	32	16	15.59	0.51185
GO:0045662	negative regulation of myoblast differen...	32	16	15.59	0.51185
GO:0060384	innervation	32	16	15.59	0.51185
GO:0070198	protein localization to chromosome, telo...	32	16	15.59	0.51185
GO:0090077	foam cell differentiation	32	16	15.59	0.51185
GO:0099500	vesicle fusion to plasma membrane	32	16	15.59	0.51185
GO:0009913	epidermal cell differentiation	215	105	104.74	0.51265
GO:0007566	embryo implantation	67	33	32.64	0.51309
GO:0042733	embryonic digit morphogenesis	67	33	32.64	0.51309
GO:0043266	regulation of potassium ion transport	102	50	49.69	0.51458
GO:0006303	double-strand break repair via nonhomolo...	65	32	31.66	0.51583
GO:0050879	multicellular organismal movement	65	32	31.66	0.51583
GO:0000470	maturation of LSU-rRNA	30	15	14.61	0.51598
GO:0001516	prostaglandin biosynthetic process	30	15	14.61	0.51598
GO:0021884	forebrain neuron development	30	15	14.61	0.51598
GO:0042558	pteridine-containing compound metabolic ...	30	15	14.61	0.51598
GO:0046457	prostanoid biosynthetic process	30	15	14.61	0.51598
GO:0060740	prostate gland epithelium morphogenesis	30	15	14.61	0.51598
GO:0070536	protein K63-linked deubiquitination	30	15	14.61	0.51598
GO:0035418	protein localization to synapse	100	49	48.71	0.51678
GO:0010171	body morphogenesis	63	31	30.69	0.51866
GO:0009798	axis specification	98	48	47.74	0.51902
GO:0050954	sensory perception of mechanical stimulu...	242	118	117.89	0.51981
GO:0006090	pyruvate metabolic process	133	65	64.79	0.51981
GO:1902414	protein localization to cell junction	133	65	64.79	0.51981
GO:0007289	spermatid nucleus differentiation	28	14	13.64	0.52040
GO:0019433	triglyceride catabolic process	28	14	13.64	0.52040
GO:0021895	cerebral cortex neuron differentiation	28	14	13.64	0.52040
GO:0030318	melanocyte differentiation	28	14	13.64	0.52040
GO:0034104	negative regulation of tissue remodeling	28	14	13.64	0.52040
GO:0046184	aldehyde biosynthetic process	28	14	13.64	0.52040
GO:0048311	mitochondrion distribution	28	14	13.64	0.52040
GO:0060295	regulation of cilium movement involved i...	28	14	13.64	0.52040
GO:1900242	regulation of synaptic vesicle endocytos...	28	14	13.64	0.52040
GO:1901863	positive regulation of muscle tissue dev...	28	14	13.64	0.52040
GO:1902019	regulation of cilium-dependent cell moti...	28	14	13.64	0.52040
GO:1903319	positive regulation of protein maturatio...	28	14	13.64	0.52040
GO:1905207	regulation of cardiocyte differentiation	28	14	13.64	0.52040
GO:0042632	cholesterol homeostasis	96	47	46.77	0.52131
GO:0032007	negative regulation of TOR signaling	61	30	29.72	0.52159
GO:0050881	musculoskeletal movement	61	30	29.72	0.52159
GO:0019953	sexual reproduction	1056	514	514.42	0.52314
GO:0048167	regulation of synaptic plasticity	310	151	151.01	0.52327
GO:0006826	iron ion transport	59	29	28.74	0.52462
GO:0061001	regulation of dendritic spine morphogene...	59	29	28.74	0.52462
GO:0048738	cardiac muscle tissue development	271	132	132.02	0.52493
GO:0006353	DNA-templated transcription termination	26	13	12.67	0.52517
GO:0006783	heme biosynthetic process	26	13	12.67	0.52517
GO:0009110	vitamin biosynthetic process	26	13	12.67	0.52517
GO:0010566	regulation of ketone biosynthetic proces...	26	13	12.67	0.52517
GO:0016486	peptide hormone processing	26	13	12.67	0.52517
GO:0018394	peptidyl-lysine acetylation	26	13	12.67	0.52517
GO:0019068	virion assembly	26	13	12.67	0.52517
GO:0030813	positive regulation of nucleotide catabo...	26	13	12.67	0.52517
GO:0033123	positive regulation of purine nucleotide...	26	13	12.67	0.52517
GO:0034656	nucleobase-containing small molecule cat...	26	13	12.67	0.52517
GO:0035357	peroxisome proliferator activated recept...	26	13	12.67	0.52517
GO:0043555	regulation of translation in response to...	26	13	12.67	0.52517
GO:0044819	mitotic G1/S transition checkpoint signa...	26	13	12.67	0.52517
GO:0045821	positive regulation of glycolytic proces...	26	13	12.67	0.52517
GO:0046473	phosphatidic acid metabolic process	26	13	12.67	0.52517
GO:0046580	negative regulation of Ras protein signa...	26	13	12.67	0.52517
GO:0050927	positive regulation of positive chemotax...	26	13	12.67	0.52517
GO:0051016	barbed-end actin filament capping	26	13	12.67	0.52517
GO:0071276	cellular response to cadmium ion	26	13	12.67	0.52517
GO:1903020	positive regulation of glycoprotein meta...	26	13	12.67	0.52517
GO:0001662	behavioral fear response	57	28	27.77	0.52776
GO:0010560	positive regulation of glycoprotein bios...	24	12	11.69	0.53035
GO:0010640	regulation of platelet-derived growth fa...	24	12	11.69	0.53035
GO:0010763	positive regulation of fibroblast migrat...	24	12	11.69	0.53035
GO:0018904	ether metabolic process	24	12	11.69	0.53035
GO:0023019	signal transduction involved in regulati...	24	12	11.69	0.53035
GO:0034114	regulation of heterotypic cell-cell adhe...	24	12	11.69	0.53035
GO:0071549	cellular response to dexamethasone stimu...	24	12	11.69	0.53035
GO:0090042	tubulin deacetylation	24	12	11.69	0.53035
GO:0150105	protein localization to cell-cell juncti...	24	12	11.69	0.53035
GO:0006692	prostanoid metabolic process	55	27	26.79	0.53101
GO:0006858	extracellular transport	55	27	26.79	0.53101
GO:0042073	intraciliary transport	53	26	25.82	0.53440
GO:0046148	pigment biosynthetic process	53	26	25.82	0.53440
GO:0014706	striated muscle tissue development	292	142	142.25	0.53482
GO:0006089	lactate metabolic process	22	11	10.72	0.53603
GO:0006390	mitochondrial transcription	22	11	10.72	0.53603
GO:0032095	regulation of response to food	22	11	10.72	0.53603
GO:0045652	regulation of megakaryocyte differentiat...	22	11	10.72	0.53603
GO:0046599	regulation of centriole replication	22	11	10.72	0.53603
GO:0050650	chondroitin sulfate proteoglycan biosynt...	22	11	10.72	0.53603
GO:0050849	negative regulation of calcium-mediated ...	22	11	10.72	0.53603
GO:0050910	detection of mechanical stimulus involve...	22	11	10.72	0.53603
GO:0071636	positive regulation of transforming grow...	22	11	10.72	0.53603
GO:0097502	mannosylation	22	11	10.72	0.53603
GO:1900120	regulation of receptor binding	22	11	10.72	0.53603
GO:1902018	negative regulation of cilium assembly	22	11	10.72	0.53603
GO:0045661	regulation of myoblast differentiation	84	41	40.92	0.53619
GO:0009299	mRNA transcription	51	25	24.84	0.53792
GO:0034605	cellular response to heat	51	25	24.84	0.53792
GO:0042181	ketone biosynthetic process	51	25	24.84	0.53792
GO:0016079	synaptic vesicle exocytosis	115	56	56.02	0.53851
GO:0030850	prostate gland development	49	24	23.87	0.54160
GO:0003281	ventricular septum development	80	39	38.97	0.54165
GO:1904888	cranial skeletal system development	80	39	38.97	0.54165
GO:0000963	mitochondrial RNA processing	20	10	9.74	0.54232
GO:0016137	glycoside metabolic process	20	10	9.74	0.54232
GO:0031468	nuclear membrane reassembly	20	10	9.74	0.54232
GO:0032482	Rab protein signal transduction	20	10	9.74	0.54232
GO:0033151	V(D)J recombination	20	10	9.74	0.54232
GO:0035372	protein localization to microtubule	20	10	9.74	0.54232
GO:0035795	negative regulation of mitochondrial mem...	20	10	9.74	0.54232
GO:0051931	regulation of sensory perception	20	10	9.74	0.54232
GO:0071397	cellular response to cholesterol	20	10	9.74	0.54232
GO:0072662	protein localization to peroxisome	20	10	9.74	0.54232
GO:0072663	establishment of protein localization to...	20	10	9.74	0.54232
GO:0097091	synaptic vesicle clustering	20	10	9.74	0.54232
GO:0097623	potassium ion export across plasma membr...	20	10	9.74	0.54232
GO:0098885	modification of postsynaptic actin cytos...	20	10	9.74	0.54232
GO:1902600	proton transmembrane transport	111	54	54.07	0.54307
GO:0006417	regulation of translation	346	168	168.55	0.54520
GO:0048489	synaptic vesicle transport	47	23	22.9	0.54544
