Symbol	SRR2182228	SRR2182229	SRR2182230	SRR2182231	SRR2182232	SRR2182233	SRR2182234	SRR2182235	SRR2182285	SRR2182286	SRR2182287	SRR2182288	SRR2182289	SRR2182290	SRR2182291	SRR2182292	SRR2182293	SRR2182294	SRR2182295	SRR2182296	SRR2182297	SRR2182298	SRR2182299	SRR2182300	SRR2182301	SRR2182302	SRR2182303	SRR2182304	SRR2182305	SRR2182306	SRR2182307	SRR2182308	SRR2182309	SRR2182310	SRR2182311	SRR2182312	SRR2182313	SRR2182314	SRR2182315	SRR2182316	SRR2182317	SRR2182318	SRR2182319	SRR2182320	SRR2182321	SRR2182322	SRR2182323	SRR2182324	SRR2182325	SRR2182326	SRR2182327	SRR2182328	SRR2182329	SRR2182330	SRR2182331
Cnih2	8880	12548	8827	8860	10297	12993	11126	14181	11408	5263	8146	8567	3458	15840	6052	7516	6029	6170	11922	6392	11689	23607	6846	10670	14297	6605	9309	18342	10329	19992	6430	12692	5800	5155	10682	9404	4317	4630	7760	15114	6647	14827	7357	20547	13046	52373	9341	50008	12249	6061	12309	16773	10374	49518	8043
Usp9x	18841	20210	14728	23079	22742	26294	22980	26600	15092	5274	16901	12033	7220	31639	13057	14813	10876	4938	29411	10572	17638	28232	12864	15926	19490	11809	18304	27886	14096	28852	12803	20963	10038	7969	23081	16199	9460	8261	16606	29060	14485	25274	14553	26559	13219	58559	10101	7907	12475	7871	15148	18714	10746	52947	8125
Serinc3	21414	25906	23546	32758	51355	31835	37197	31975	13891	6294	12794	10166	5516	25258	9933	11053	8929	6373	20689	8020	13930	25927	10209	11916	15242	9088	12678	21540	11251	24576	9104	15134	8890	6592	19172	12321	6295	6977	13687	22092	9784	20278	11856	15003	9119	37622	6391	13722	9156	4601	11051	12614	7349	37635	6394
Rgs4	9796	7147	7559	8502	8799	10574	10878	11686	30304	12604	33371	28302	9457	49008	18926	18647	15255	7925	27262	11610	17265	35344	16327	19410	21378	12979	18360	33437	15497	45024	14845	12691	8392	6740	18441	18443	7149	7249	12383	26105	10288	19003	9696	13755	8096	29201	5013	11141	6559	3498	7705	10363	5325	26999	5097
Ly6e	6645	21689	24927	27424	38712	28360	32199	39922	5013	2342	4113	3608	2177	8002	3891	3973	3484	3460	7460	1629	3231	6846	1999	2785	3929	1945	2536	4799	2779	6015	1771	5895	3485	2520	6936	5011	2604	3018	4817	6757	3790	8613	4218	12199	7081	30260	5474	25254	7292	3240	8107	10068	5809	26511	4581
Qki	17971	24136	20580	26957	29085	30688	29662	27171	16081	6402	14692	12678	7391	33888	10557	15567	12215	7851	25887	10751	16546	27071	10595	15901	19280	10498	16209	28713	14354	29082	11477	26243	13593	10211	31364	18162	12585	11310	23965	46423	18602	36000	17231	20117	10095	42491	6612	7168	10477	5849	11224	14445	8667	43235	6393
Vsnl1	24319	22036	17465	27430	18173	25606	29297	15415	15160	6514	11112	9506	6678	24142	11830	13540	10683	8999	27274	3474	8296	18058	4212	5962	7921	3689	5891	10575	5640	14810	3493	29853	13045	10364	26271	15711	11159	9412	20259	23027	16091	31308	16944	18525	12989	53085	9033	28076	10589	5474	13752	15372	8557	45439	7732
Dpp6	18985	20151	13733	20315	16914	20168	19814	15621	18536	7944	15013	13610	6809	30207	11482	14326	10766	6662	24973	9708	14672	29296	10010	14772	18813	9453	14198	26739	14023	29438	10132	14346	6254	5772	12245	11323	5317	4904	8957	18004	7441	14885	8334	22415	13375	55315	9151	29017	12275	6882	14478	17521	9871	55287	7853
Calr	13965	16770	18996	22766	23017	26014	26586	24281	19923	10016	12124	14594	6837	30625	10782	14562	10638	9330	21326	10290	16484	38764	8879	15837	19587	10395	12859	28108	14335	30802	9697	20680	11258	9487	20206	17396	8465	9062	14732	30273	11854	25875	13309	21939	12403	49335	7849	47401	11762	6282	12263	17719	9470	44292	7342
Lmtk3	14561	13195	10333	12433	9799	12339	13536	9349	13970	6655	12147	11465	4864	30385	8890	11647	8505	4162	22637	12683	18033	32955	10465	19164	19232	11123	15646	31933	13852	33164	10353	23223	10105	8106	17813	16461	7974	8203	14144	26183	11035	25802	13160	20551	8795	51655	6821	29866	10380	7923	11518	15362	8095	51033	6323
Dkk3	11367	17525	11947	18283	17882	18565	18209	20968	3364	1213	4400	2960	1505	5882	4514	3348	2464	1513	6655	3165	7152	10400	3697	5521	6941	3375	5631	8831	4971	8898	3492	16247	11117	7268	23150	15257	8555	7828	16589	20296	12431	24268	11671	19234	12965	54976	8971	25668	11140	5558	12521	16029	8920	47768	8013
Rnf187	15246	15905	12135	15020	15113	19031	18877	15341	21485	9186	15586	14733	6510	27236	12909	14097	10623	10340	24597	9832	16222	34123	12301	17423	20266	9624	16485	29884	14650	30626	12260	22170	10246	7637	21236	15342	7402	8271	14486	26681	10724	23394	12442	23939	13221	50009	9833	52236	11401	5910	14807	19068	9154	45841	8230
Icam5	12354	12022	7898	11380	9529	12992	10880	10226	11939	5312	9737	8483	4096	18354	7944	8863	6741	4969	13859	9876	15889	31259	8715	14670	20423	9366	13444	26170	14878	27441	9146	14010	6817	5524	12352	11082	5349	5303	8980	16832	7739	16713	8629	21907	12714	48703	8274	46659	12338	6958	13357	16789	9938	49565	7805
Fkbp8	12471	11932	11822	12043	13516	14386	15993	11763	19402	10083	12167	13487	6099	26413	9067	11719	10128	11324	19000	9697	17112	35848	10026	15293	21203	10464	13610	28529	16030	31618	9659	18293	9754	7586	19151	15486	7059	8080	13736	25015	10570	23750	12078	17345	10863	41666	7196	59521	10043	4999	10620	13296	8407	38616	6985
Ywhaq	17373	15356	14048	17873	19586	19551	21462	18564	21207	10466	15613	15130	8922	34028	12982	17238	15011	12583	25244	11229	18354	37634	11193	16845	23956	10805	16559	28716	17466	32337	10225	26384	12952	9555	29240	16419	11063	10271	22147	34123	16630	31517	15443	23248	14820	53920	9093	36422	12749	6778	14112	18159	9841	49924	7788
Herc2	18452	21194	16069	21001	21514	22557	22851	18172	13835	6466	13611	11453	5957	28755	11524	13104	9301	6077	24104	9951	15992	28645	9391	15377	18208	9607	14349	26597	13011	28423	9770	22082	11773	7646	21540	18265	9276	8740	15755	28710	13086	26983	13871	26340	13542	55779	9350	20199	12410	7342	15918	20544	9862	56175	9273
Arhgap32	26356	18622	15686	21193	15096	19427	22532	14161	11448	3336	22086	9542	5444	28939	14335	13104	8580	2095	33159	13184	19273	27182	19232	18221	18774	13913	29175	33006	14870	34508	20139	19456	10634	7756	21638	18321	9412	7236	21228	27809	13912	26427	14801	17860	8541	45695	6331	2617	7958	6155	12199	12679	6979	48873	6392
Sult4a1	17721	15823	14169	15235	13225	17806	21098	14753	19809	9143	13483	13592	7242	28828	10956	13017	11630	11622	23011	7881	14225	31558	8530	13347	17093	8195	11909	22089	12227	26794	8167	20952	10947	8295	20924	16285	8568	8803	15217	23633	12595	27815	13357	23151	14069	56092	9952	43211	12912	6399	14560	17804	10220	50153	8410
Scn1b	14067	16818	11143	14321	12425	14735	17854	15921	14079	7216	10211	9245	4893	21208	8393	9923	8092	5560	15187	4118	7702	18509	4776	7140	8333	4662	5687	12716	5857	16631	4556	10207	6217	3894	11279	9516	4299	4849	7278	12857	5850	15108	7267	20636	13370	52933	8850	47013	11106	5658	13563	17068	8783	46990	8218
Pink1	16732	14062	12505	16212	15152	18024	19909	10258	22734	12681	15683	15808	8866	33559	10757	15719	13972	14737	24325	10267	17448	35955	10632	15409	22969	11513	14241	30147	17120	32937	9604	23454	12945	9622	26910	18280	10800	10537	19665	36066	15741	31752	15747	18770	11380	41703	7473	52107	10894	5607	11611	15536	9091	42096	6616
Ftl1	12144	18245	23386	23543	36881	30500	34062	52104	14316	7397	10278	8987	4817	19682	7104	8988	8060	9850	14612	6751	11344	24679	7037	10102	15304	7149	10184	18331	10708	21065	6741	12546	6678	5891	16210	10901	5889	6299	11520	20461	8456	17854	9726	10210	6551	22384	4502	38712	6898	2988	6691	7958	5397	22096	3954
Ipw	15463	12589	14947	9651	12048	11761	15054	7550	9507	2669	13772	8441	4329	32213	11324	11392	7163	2232	33244	9792	11858	18629	8513	12664	11317	8544	13496	24230	8159	21629	9076	25969	8761	7667	20558	15463	7176	7488	16903	26894	10724	26344	15111	21362	6745	51268	6302	4314	7490	7735	11108	13018	6047	48400	6262
Ppp3cb	14641	15411	10175	16544	15212	16544	15932	18300	12898	6145	14220	9480	4840	22538	9900	11545	7447	4993	21455	10553	16322	27385	10502	14504	16706	8885	14118	24352	12471	27112	11053	18862	9351	5895	17986	13995	6565	7028	12224	22960	9600	19635	11530	23515	14453	58674	10577	15784	10960	6896	16429	20849	8963	55824	9533
Arrb1	15586	14422	13796	16113	16092	17561	19004	11191	18286	5040	18966	13757	6767	35706	12966	14256	11807	3174	29072	10893	18404	33675	14045	18515	21241	12461	20216	33063	16818	37890	13332	24327	11733	10808	25647	19480	10095	9565	18723	33444	14595	31394	16175	19340	10136	44864	6974	9870	10541	5566	10967	14196	9126	48676	6641
Shank3	12211	14278	9935	12517	15122	14895	12696	12221	16031	6131	20088	14095	5549	30308	12344	12198	8744	2456	21500	13862	19349	30077	14330	21351	21633	12681	22894	36594	15425	38806	16607	15938	6302	7019	15015	14497	5954	5934	10681	24229	8889	18624	8692	17828	10058	50247	7066	15723	11076	6356	10859	15187	8219	47820	6275
Atp6v0e2	18225	17460	13471	17502	16168	19048	20666	16365	16532	7609	12795	12038	6308	25937	10320	12779	10309	8888	21470	8259	14015	29385	8971	12950	17514	8575	12229	23297	12788	26214	8543	18418	10109	7452	19518	14956	7792	7918	14550	23289	11346	24171	12554	22502	14764	57617	10254	39164	13322	6832	16031	17982	10824	51638	8543
Rbfox2	16708	16291	14206	17631	14426	17450	20201	12558	11293	3780	13740	9881	4593	30262	11315	12777	7067	3155	24191	9255	16317	26080	10955	12914	15942	9688	18110	26250	12984	30185	12009	22321	9648	8444	21014	15196	8260	7708	13954	24793	12215	24765	14993	23466	11127	56517	7575	8096	11060	7691	13267	13711	8901	51089	7378
Git1	16743	17479	14987	19026	13448	17030	17453	14655	17291	8379	15354	13710	6594	31125	10474	12849	11053	5243	22664	10183	16346	31949	10302	17062	18904	10567	14328	29003	14666	32127	10600	22344	11016	8727	22235	18409	9050	8775	15412	30748	13443	27289	13656	20197	11637	52209	7232	32873	11547	6587	11002	16673	9732	52032	7945
Actr2	17988	21372	17980	23838	24739	25876	27150	28325	16535	7199	16423	12240	6090	29459	11750	13063	10015	7595	22911	8731	15441	29687	11134	14247	18574	9871	14916	24380	13265	30461	10804	17291	8943	7074	18105	12925	7047	7063	13163	22193	10471	21167	11333	21588	13542	55234	10221	21337	12327	6745	14607	18211	9764	52559	9295
Vxn	16986	7730	17692	10048	5261	14391	20015	9812	2944	763	4266	2230	1578	4893	5490	3292	2510	1823	7593	1024	5634	10852	1524	3275	1977	1554	1354	3072	1476	3577	894	23847	16379	9048	31394	20220	12362	12377	23773	28007	18099	40109	17696	14962	10243	35663	6169	16189	7086	4236	8466	12133	6004	35654	6342
Nfix	15064	16003	11491	18082	15424	19030	17083	12323	3602	1541	3193	2587	1464	8223	2102	3249	2716	4596	4799	2074	4010	5459	1844	2990	3918	2158	2602	5423	2966	5523	1810	14003	8162	5551	16168	8798	8600	5928	12357	19338	12008	20673	9713	17893	13657	36596	6010	42161	11947	7548	9894	12670	7728	51302	5424
Mapk10	19192	18644	15599	17453	15085	17166	20822	19438	14332	4927	13124	10179	5792	25127	10870	11957	8960	2902	22583	7682	13335	24460	8643	12257	14285	7438	12024	20403	10590	23320	8755	19857	10089	7674	19516	13512	7943	8220	15511	21982	11958	24077	12619	24842	13755	58683	10180	12398	12604	6742	16083	20054	10004	54749	9405
Fam107a	20841	28597	14764	30572	29167	29237	27764	22669	15241	5939	13186	10762	5983	24284	9366	12317	9631	5183	18777	7669	14832	26101	9782	13705	17844	8195	13611	24093	13340	25296	8894	21655	9229	8124	23013	14585	8372	8057	15397	29487	11528	25866	13016	24610	13417	49684	9601	21668	13348	7094	14940	21253	10933	51292	8887
Prkca	8290	17691	5411	12948	12337	10236	10146	28384	5283	2131	5955	4373	2447	12148	4149	4581	3034	1644	9667	5246	8412	15194	5573	8386	8349	5289	8270	13511	5913	16585	6225	10024	4824	3771	8567	7105	3521	2767	6550	12472	5562	10847	5286	26967	11442	55315	7952	11933	11054	5478	13102	19497	9231	48748	7411
Ptprz1	23650	25205	22171	32536	26585	33100	32762	25652	13975	4857	12717	10135	5852	28008	10182	13633	9547	5508	25439	7620	12892	22008	8374	11580	15202	7799	13130	21553	10820	22215	8696	19505	8770	7366	19240	12310	7444	7035	14595	27079	10707	22615	13116	19706	11007	45428	7669	8551	10611	6568	12467	16240	8625	47887	7087
Klhl2	5639	12522	4413	7288	8695	8099	6185	15422	13608	4993	14258	12927	4869	25369	9581	11002	7976	4657	17005	10037	16874	29631	11762	16138	20108	11682	16070	28460	15017	34429	12049	13023	6652	5707	15395	11056	6735	5765	10208	21393	7471	16481	8536	20899	11876	51616	8054	7748	10677	5752	13540	15699	8870	50528	7285
Rnf14	20257	18058	16123	21215	17394	22006	23263	19918	14987	6801	13780	10476	6373	26971	11240	12691	10102	6918	25777	7655	13594	26464	9843	12726	15205	8171	11907	20911	11330	25712	8694	20416	10015	6911	19724	13686	8895	8336	15466	21887	11692	25285	12530	24505	15329	57345	10541	19290	12425	7544	16728	20528	10110	54932	9298
Madd	14041	19781	7230	15943	13580	15818	14913	14090	8485	3484	10958	5988	3750	23040	9370	9603	5470	3239	19167	7799	11960	21866	7361	11905	12288	8754	11061	20950	8299	22912	7593	21704	11379	7472	17590	10710	6347	8045	13049	24381	12446	24968	10953	21292	10270	58773	9458	13715	9759	6260	13672	14791	7194	50165	8248
Canx	12266	16427	14156	18243	17099	19497	19057	17899	21696	8861	14765	15252	7430	37930	12657	17937	11844	8589	25475	12583	19193	34254	11398	17188	20637	12285	15847	31834	13265	31269	10880	27451	11559	10050	24411	17575	9217	9032	16616	33003	12564	27612	15821	24637	15152	50590	8956	15790	11932	6306	14604	20322	9728	51973	8767
Rps2	15998	18204	19271	20907	28159	25251	27361	20200	19644	10175	12698	13250	7072	27818	9533	12626	11143	14167	20216	10742	18101	37274	10601	15472	24203	10976	15268	29523	17101	32165	10166	18266	9699	7948	20120	14243	7334	8292	14722	27394	10978	23188	12684	16921	10718	36796	7461	55454	10395	5165	12010	12771	8444	38144	6530
Eif4h	18235	17900	15913	19404	21933	22375	23098	17609	19519	9847	14516	13897	7146	29894	11586	14453	11450	11829	23320	10466	18316	37415	11327	16503	23194	11204	15639	30009	16833	33295	11022	22265	12019	8728	23839	17265	9322	9504	17436	31066	13429	28455	14478	21008	13317	48817	8914	43873	11864	6343	14105	16761	9711	47364	7982
C3	156	18053	24671	14140	38532	25913	25822	43024	19	91	59	35	49	38	3	16	18	79	30	16	32	11	3	11	19	13	32	49	17	110	11	82	36	34	52	83	16	94	54	124	108	84	235	50	24	215	7	29	26	11	17	27	41	209	12
Hspa12a	18457	16882	12668	17818	16687	18308	19409	15567	9564	3417	8371	6447	3680	16167	6084	7666	5901	2414	13963	5130	8195	16014	5104	7802	9132	4607	7578	13727	6604	15205	5552	13106	6392	4675	11766	9034	5301	4624	8847	14487	7757	15440	8452	24206	12890	55429	8874	17065	12281	6868	13870	18878	10066	53905	8260
Celf5	14677	11478	11459	11580	9846	12607	13143	8150	12525	3820	12181	10239	4155	26648	9558	11056	7017	2513	20011	13466	19901	33593	11803	20102	20879	12781	17221	35351	14689	35517	12016	21905	9458	8227	18276	17187	7721	8173	13920	27648	11308	26221	12276	19580	9198	47640	6194	9011	9318	6257	10898	14020	8111	45717	5942
Nbea	19357	19739	12194	21411	21369	21772	18828	15200	18022	7218	14775	12322	5895	28123	10616	13441	9952	6026	21051	11085	18042	32390	11430	17778	21493	10882	16072	31020	15211	32731	11110	19765	9931	7595	20115	16727	7749	7731	13992	25991	11415	23786	12095	22926	13852	52909	8740	21478	12913	7309	14760	18776	10603	53765	8042
Mtpn	19362	18811	16160	20214	23014	22306	24593	21763	13443	5205	16785	11426	5046	27922	13727	12772	8905	4956	24387	11221	18304	30965	12461	15985	19001	11058	17933	26089	14422	32988	14010	18936	9572	7826	20235	13616	7662	7153	14896	23555	10830	22304	12579	21627	13459	55481	9094	13813	10914	7259	14120	18650	9324	51540	8475
Ak5	12417	14509	7575	10830	13240	13090	10182	16969	4035	1361	3072	2627	2068	6536	4560	4513	3040	2828	7973	2399	5914	10566	2428	4882	7454	2904	4535	8619	4805	7761	2824	7410	4259	3258	8517	5519	3599	2830	6153	8121	5860	11008	6036	21975	13136	54254	9160	25416	12804	6206	15877	18556	10515	48348	8387
Zfr	16418	15476	12953	18009	16908	19194	18420	15986	15865	5713	13709	11827	5407	27406	11118	12547	9346	6545	23696	11164	17173	34588	11271	15554	21494	10579	16630	27974	15539	30192	11589	21484	10063	7741	20477	15481	8175	7464	14968	25801	12056	24125	12693	22863	12357	53853	8559	7678	11958	6766	13331	16493	9133	51915	7709
G3bp2	20252	19798	18362	23571	21209	24594	26706	22990	16747	6713	15284	13018	6770	30948	12033	14047	11130	7772	27391	10655	17806	33929	11731	16229	21874	10964	17275	29479	15451	32744	11752	21981	10163	8205	20892	15395	8069	8465	15864	26037	12181	24607	13648	22054	12788	53081	9400	12569	11634	7007	14303	18648	9310	49909	8022
Nfe2l1	15406	17044	15011	17262	20268	17835	20059	19224	21575	8665	17899	16039	8666	36545	12891	16557	14036	6631	28333	9765	17924	35111	12602	17544	22932	12333	17420	29207	16476	35567	12019	22118	10374	8446	24167	16993	9541	9185	16406	28464	13264	27709	14340	25601	12415	52472	9336	17648	12224	6407	13195	18897	10108	48921	7789
Cracdl	13185	18983	6934	14939	16465	17362	9855	11160	18158	8265	16093	12973	5631	25698	10682	11272	8778	4805	17470	12526	20283	37488	12530	19965	24272	11897	17519	32854	17379	38136	13252	17345	7669	7073	14257	14353	6359	5527	9800	22954	9356	18932	10113	17822	10483	39084	7542	40006	11514	5764	12400	14083	9042	46664	6910
Slc8a2	12942	20479	8333	15691	16280	17061	11038	11807	16317	6437	15647	13214	5289	24770	11079	11519	8469	3808	17911	10357	17104	28898	10831	16253	18913	10303	14468	28207	13909	33019	11185	23025	12418	8945	23534	19127	10125	9326	17186	28397	14998	29803	14139	18884	11836	51581	8845	23053	12782	6187	14813	15927	10360	53323	6817
Elmod1	10388	10582	7158	11567	10056	13087	10741	8162	20648	9326	19166	15305	6559	34130	11982	12975	10610	6294	22696	14286	21875	41739	16843	21662	28399	15224	22437	39498	20661	45156	16473	13170	6994	6307	15199	14139	5794	6435	10817	23281	8449	18039	9337	13408	7864	28877	6166	13135	7674	4390	9743	10760	6061	33503	5336
Wipf3	7180	20732	3808	10167	15284	14001	5798	19246	13423	5279	11985	8989	4496	21655	8542	9509	7090	2564	14807	6841	10422	19849	7398	10828	13145	6983	10326	19677	9496	22665	7670	12699	5391	5286	10090	8663	3899	3918	6440	17401	5693	14309	6501	19803	11739	50553	8782	26161	12141	6002	12857	16672	10163	54971	7725
St8sia3	7268	6131	4496	7023	5275	6927	7210	6030	18817	7824	20538	17374	5522	35542	11613	11600	9647	4006	19775	13523	20718	37301	17399	20822	24895	15187	23325	35527	17695	45590	17200	9759	4277	5062	12137	12815	4308	5752	8796	20538	7008	13824	6809	8882	4737	19880	3607	6761	4412	2397	5616	6019	3379	18442	3005
Dock4	11712	18355	9766	13657	14378	15306	13450	24266	5904	2000	6733	5433	2243	12749	4940	5634	3670	1687	9904	6126	9066	14467	6701	8877	10836	5945	9587	15990	7676	18127	6796	10561	3185	3752	7666	6751	3049	3029	5543	12088	4380	8394	4610	21966	10817	54582	8674	6126	11138	6469	12875	17229	8923	50476	7706
Herc1	21019	20670	17986	19953	22141	19868	24311	20029	12738	4280	15416	9996	4885	27553	11498	11420	8287	3094	25007	9972	16548	24970	10907	15647	15679	9970	15920	25844	11546	28637	11026	22117	10381	7896	21916	15942	8697	8076	16938	28004	12513	25642	13842	21847	10472	52322	8338	9278	10304	6824	13086	16481	8922	50831	7815
Akap5	7192	4985	3403	7410	4243	6021	6218	3051	12094	3970	13131	9264	4180	25650	10109	10212	6412	2359	15590	15573	21780	35910	16256	21722	28182	16441	23360	38153	20181	42852	17481	9595	3910	4321	9136	12484	3448	4378	5705	18867	4934	11235	5798	6262	3482	14277	2310	3169	3016	2005	3917	4762	2493	14030	2352
Nsg1	11235	10428	7932	10451	11036	11711	12211	10680	22610	10015	15770	15890	8086	33905	11449	16003	13236	11578	26170	13447	22057	45041	13628	20729	29466	13204	19479	37856	21788	38703	13830	17625	7514	6400	14539	13024	5708	6290	10594	22927	8232	16902	9673	18095	11179	39114	7043	20151	9491	4978	11007	14082	7875	35281	6262
Slit1	8920	14182	4783	10324	11237	11372	7421	11907	2630	712	1986	2179	1204	5072	1923	3118	2067	1339	4840	1063	2959	3930	1067	2156	2946	1114	1701	3507	1756	2973	849	8957	3878	2854	6708	4815	2701	3154	4974	8138	4038	9286	4754	19979	9383	52435	7249	17854	12517	6257	12624	15335	9166	47960	5914
Dmxl2	18655	21325	13609	16312	17612	18566	18134	21593	9753	3634	12198	8557	4126	22773	10185	9525	7336	4348	21175	9111	14244	22300	9417	12327	12134	8105	13536	22171	10225	22665	9360	17240	9149	6954	18507	12330	7591	6448	13396	22446	11472	20764	12774	21605	12130	57271	9240	12022	11921	6984	16183	17184	8862	52192	8099
Oxr1	26164	21838	20315	29274	15820	24806	32496	16920	7853	3034	7306	5565	3250	14571	6338	7642	5278	3314	13351	3628	7450	14456	4629	6503	6423	4033	5255	10229	4776	12259	3947	15132	8865	5734	16281	11402	6295	6594	12583	17724	9773	18983	10946	22836	10370	46857	7894	8335	10247	5619	13372	15647	8230	45066	7562
